시도교육청,지역교육청,지역,정보공시  학교코드,학교명,학교급코드,설립구분,1학년,2학년,3학년,4학년,5학년,6학년,특수학급,순회학급,학급수(계),학생수(계),학급당학생수
서울특별시교육청,교육부,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,2,국립,4,4,4,5,5,5,1,0,28(1),614(6),21.93
서울특별시교육청,교육부,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,2,국립,5,5,5,5,5,5,1,0,31(1),627(7),20.23
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000738,서울개일초등학교,2,공립,5,5,5,6,5,6,0,0,32(0),945(0),29.53
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000741,서울구룡초등학교,2,공립,4,4,5,5,4,5,1,0,28(1),504(6),18
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000742,서울논현초등학교,2,공립,3,3,2,3,2,3,2,0,18(2),309(11),17.17
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000743,서울대곡초등학교,2,공립,5,6,7,8,8,10,1,0,45(1),1290(4),28.67
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000744,서울대도초등학교,2,공립,9,10,9,10,10,14,0,0,62(0),2212(0),35.68
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000745,서울대모초등학교,2,공립,5,5,5,5,6,7,0,0,33(0),1084(0),32.85
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000746,서울대왕초등학교,2,공립,5,5,6,8,6,6,2,0,38(2),815(7),21.45
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000747,서울대진초등학교,2,공립,3,2,3,2,2,3,2,0,17(2),295(10),17.35
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000748,서울대청초등학교,2,공립,2,2,2,2,2,2,1,0,13(1),143(3),11
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000749,서울대치초등학교,2,공립,6,6,7,7,9,11,0,0,46(0),1734(0),37.7
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000750,서울대현초등학교,2,공립,3,3,4,4,7,7,2,0,30(2),707(13),23.57
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000751,서울도곡초등학교,2,공립,5,5,5,6,7,8,2,0,38(2),943(9),24.82
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000752,서울도성초등학교,2,공립,8,8,9,10,9,11,1,0,56(1),1840(2),32.86
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000753,서울반원초등학교,2,공립,8,8,8,8,8,10,0,0,50(0),1332(0),26.64
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000754,서울반포초등학교,2,공립,6,5,6,7,6,7,0,0,37(0),819(0),22.14
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000755,서울방배초등학교,2,공립,4,6,6,6,7,7,2,0,38(2),904(7),23.79
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000756,서울방일초등학교,2,공립,5,5,5,6,6,6,1,0,34(1),873(4),25.68
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000757,서울방현초등학교,2,공립,2,3,2,3,3,3,0,0,16(0),332(0),20.75
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000758,서울봉은초등학교,2,공립,4,3,4,4,4,5,0,0,24(0),537(0),22.38
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000759,서울삼릉초등학교,2,공립,4,4,4,3,4,4,0,0,23(0),557(0),24.22
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000760,서울서래초등학교,2,공립,7,8,8,7,7,8,2,0,47(2),1360(13),28.94
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000761,서울서원초등학교,2,공립,7,7,6,6,6,7,2,0,41(2),1281(10),31.24
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000762,서울서이초등학교,2,공립,6,6,7,7,6,9,0,0,41(0),966(0),23.56
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000763,서울서일초등학교,2,공립,4,4,3,4,4,4,1,0,24(1),548(5),22.83
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000764,서울서초초등학교,2,공립,6,6,6,6,6,6,1,0,37(1),1084(6),29.3
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000765,서울수서초등학교,2,공립,2,2,2,2,2,2,2,0,14(2),176(10),12.57
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000766,서울신구초등학교,2,공립,3,4,3,4,4,4,2,0,24(2),524(11),21.83
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000767,서울신동초등학교,2,공립,7,7,8,8,9,10,0,0,49(0),1468(0),29.96
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000768,서울신중초등학교,2,공립,6,6,6,6,6,6,1,0,37(1),928(8),25.08
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000769,서울압구정초등학교,2,공립,5,7,6,6,6,7,0,0,37(0),1009(0),27.27
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000770,서울양재초등학교,2,공립,5,5,4,4,4,4,2,0,28(2),623(13),22.25
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000771,서울양전초등학교,2,공립,4,4,5,4,4,5,1,0,27(1),543(8),20.11
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000772,서울언남초등학교,2,공립,9,9,8,8,6,5,3,0,48(3),1153(17),24.02
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000773,서울언북초등학교,2,공립,10,10,10,10,8,10,2,0,60(2),1895(14),31.58
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000774,서울언주초등학교,2,공립,8,8,9,9,8,9,2,0,53(2),1628(9),30.72
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000775,서울역삼초등학교,2,공립,3,2,3,2,3,3,2,0,18(2),337(10),18.72
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000776,서울영희초등학교,2,공립,3,2,3,2,4,3,2,0,19(2),339(13),17.84
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000777,서울왕북초등학교,2,공립,6,6,4,5,4,6,1,0,32(1),880(7),27.5
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000778,서울우암초등학교,2,공립,3,3,3,4,2,2,2,0,19(2),329(6),17.32
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000779,서울원명초등학교,2,공립,6,7,6,8,7,9,0,0,43(0),1344(0),31.26
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000780,서울원촌초등학교,2,공립,8,7,6,6,7,8,2,0,44(2),1217(13),27.66
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000781,서울이수초등학교,2,공립,4,4,4,5,5,4,2,0,28(2),582(7),20.79
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000782,서울일원초등학교,2,공립,5,4,3,3,4,5,0,0,24(0),499(0),20.79
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000783,서울잠원초등학교,2,공립,7,9,9,10,10,12,0,0,57(0),1467(0),25.74
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000784,서울청담초등학교,2,공립,4,4,3,4,4,3,0,0,22(0),465(0),21.14
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000785,서울포이초등학교,2,공립,4,3,4,3,4,4,1,0,23(1),401(5),17.43
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000786,서울학동초등학교,2,공립,4,4,3,3,3,4,0,0,21(0),475(0),22.62
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000897,서울가동초등학교,2,공립,6,7,7,7,6,7,0,0,40(0),900(0),22.5
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000898,서울가락초등학교,2,공립,11,12,8,7,7,5,1,0,51(1),1006(5),19.73
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000899,서울가원초등학교,2,공립,5,4,5,5,4,5,1,0,29(1),627(1),21.62
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000900,서울가주초등학교,2,공립,6,7,6,7,7,7,0,0,40(0),865(0),21.63
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000901,서울강덕초등학교,2,공립,8,6,6,6,6,6,1,0,39(1),980(4),25.13
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000902,서울강동초등학교,2,공립,5,5,5,5,5,5,2,0,32(2),607(12),18.97
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000903,서울강일초등학교,2,공립,7,7,7,9,8,12,2,0,52(2),948(8),18.23
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000904,서울거여초등학교,2,공립,6,5,5,5,5,4,1,0,31(1),650(6),20.97
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000905,서울거원초등학교,2,공립,6,6,6,5,5,6,2,0,36(2),619(6),17.19
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000906,서울고덕초등학교,2,공립,4,4,4,5,4,4,2,0,27(2),280(6),10.37
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000907,서울고명초등학교,2,공립,5,5,5,4,5,5,0,0,29(0),661(0),22.79
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000908,서울고일초등학교,2,공립,6,6,6,6,6,7,1,0,38(1),960(6),25.26
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000909,서울길동초등학교,2,공립,6,7,6,7,6,7,2,0,41(2),820(12),20
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000910,서울남천초등학교,2,공립,3,4,4,4,4,4,2,0,25(2),453(4),18.12
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000911,서울대명초등학교,2,공립,6,6,6,6,5,9,1,0,39(1),848(1),21.74
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000913,서울마천초등학교,2,공립,6,7,8,8,7,8,1,0,45(1),912(7),20.27
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000914,서울명덕초등학교,2,공립,9,9,9,8,9,9,1,0,54(1),1778(6),32.93
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000915,서울명원초등학교,2,공립,4,5,4,5,5,7,1,0,31(1),839(6),27.06
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000916,서울명일초등학교,2,공립,8,9,8,8,7,8,2,0,50(2),1080(13),21.6
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000917,서울묘곡초등학교,2,공립,10,10,11,11,9,11,1,0,63(1),1620(8),25.71
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000918,서울문덕초등학교,2,공립,6,4,5,5,5,4,1,0,30(1),603(7),20.1
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000919,서울문정초등학교,2,공립,6,7,7,6,6,7,2,0,41(2),796(9),19.41
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000920,서울방산초등학교,2,공립,5,4,6,4,5,6,0,0,30(0),660(0),22
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000921,서울방이초등학교,2,공립,4,5,5,5,5,4,2,0,30(2),577(10),19.23
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000922,서울삼전초등학교,2,공립,5,7,7,7,6,7,3,0,42(3),829(19),19.74
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000923,서울상일초등학교,2,공립,2,2,2,3,2,3,1,0,15(1),218(4),14.53
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000924,서울석촌초등학교,2,공립,5,7,7,6,5,7,2,0,39(2),824(10),21.13
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000925,서울선린초등학교,2,공립,4,5,4,4,4,4,1,0,26(1),473(5),18.19
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000926,서울선사초등학교,2,공립,6,7,7,6,7,7,0,0,40(0),726(0),18.15
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000927,서울성내초등학교,2,공립,6,7,7,7,7,8,2,0,44(2),890(16),20.23
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000928,서울성일초등학교,2,공립,9,8,9,9,8,10,2,0,55(2),1213(12),22.05
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000929,서울세륜초등학교,2,공립,4,5,4,5,5,6,1,0,30(1),679(2),22.63
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000930,서울송전초등학교,2,공립,5,5,5,6,5,6,0,0,32(0),846(0),26.44
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000931,서울송파초등학교,2,공립,5,5,5,5,5,6,1,0,32(1),637(1),19.91
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000932,서울신가초등학교,2,공립,5,6,6,5,5,5,1,0,33(1),678(7),20.55
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000933,서울신명초등학교,2,공립,4,4,4,5,4,4,1,0,26(1),473(5),18.19
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000934,서울신암초등학교,2,공립,6,7,6,6,5,5,2,0,37(2),796(11),21.51
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000935,서울신천초등학교,2,공립,4,5,3,4,3,5,2,0,26(2),443(14),17.04
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000936,서울아주초등학교,2,공립,3,4,4,4,4,5,0,0,24(0),472(0),19.67
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000937,서울영풍초등학교,2,공립,4,5,5,5,4,5,2,0,30(2),543(6),18.1
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000938,서울오금초등학교,2,공립,5,4,4,5,4,4,0,0,26(0),617(0),23.73
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000939,서울오륜초등학교,2,공립,4,4,4,4,6,5,0,0,27(0),661(0),24.48
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000941,서울잠동초등학교,2,공립,5,5,5,6,6,5,0,0,32(0),803(0),25.09
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000942,서울잠신초등학교,2,공립,8,8,8,9,9,10,0,0,52(0),1653(0),31.79
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000943,서울잠실초등학교,2,공립,6,7,7,8,7,6,1,0,42(1),1100(9),26.19
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000944,서울잠일초등학교,2,공립,8,10,9,9,10,11,1,0,58(1),1895(7),32.67
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000945,서울잠전초등학교,2,공립,5,5,5,5,5,5,0,0,30(0),619(0),20.63
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000946,서울중대초등학교,2,공립,7,8,7,6,8,8,1,0,45(1),1030(4),22.89
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000947,서울천동초등학교,2,공립,7,7,6,7,6,5,2,0,40(2),818(12),20.45
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000948,서울천일초등학교,2,공립,3,3,3,3,2,3,2,0,19(2),330(6),17.37
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000949,서울천호초등학교,2,공립,7,6,6,6,6,5,2,0,38(2),697(8),18.34
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000950,서울토성초등학교,2,공립,6,6,6,6,7,6,1,0,38(1),830(7),21.84
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000951,서울평화초등학교,2,공립,2,3,2,2,2,3,1,0,15(1),207(5),13.8
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000952,서울풍납초등학교,2,공립,4,4,4,4,5,5,2,0,28(2),461(10),16.46
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000953,서울풍성초등학교,2,공립,4,3,3,3,2,3,1,0,19(1),293(4),15.42
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000954,서울한산초등학교,2,공립,6,6,6,6,6,6,1,0,37(1),805(8),21.76
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001004,서울가곡초등학교,2,공립,5,5,6,6,6,6,0,0,34(0),816(0),24
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001005,서울가양초등학교,2,공립,3,3,3,3,3,3,2,0,20(2),249(6),12.45
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001006,서울갈산초등학교,2,공립,6,6,7,7,6,8,0,0,40(0),1065(0),26.63
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001007,서울강서초등학교,2,공립,7,8,8,9,7,9,2,0,50(2),1124(12),22.48
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001008,서울강신초등학교,2,공립,6,6,7,5,6,6,1,0,37(1),860(2),23.24
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001009,서울강월초등학교,2,공립,5,6,5,6,5,6,1,0,34(1),732(8),21.53
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001010,서울개화초등학교,2,공립,2,1,2,2,1,2,2,0,12(2),129(3),10.75
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001011,서울경인초등학교,2,공립,5,5,5,6,7,8,0,0,36(0),1247(0),34.64
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001012,서울계남초등학교,2,공립,5,5,5,6,6,8,1,0,36(1),827(5),22.97
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001013,서울공진초등학교,2,공립,14,11,9,7,6,7,2,0,56(2),1666(11),29.75
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001014,서울공항초등학교,2,공립,11,11,10,8,7,8,2,0,57(2),1448(8),25.4
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001015,서울남명초등학교,2,공립,2,2,2,2,2,2,2,0,14(2),202(8),14.43
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001016,서울내발산초등학교,2,공립,7,8,9,7,8,10,2,0,51(2),1542(8),30.24
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001017,서울등명초등학교,2,공립,1,2,1,1,1,2,1,0,9(1),89(2),9.89
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001018,서울등서초등학교,2,공립,3,3,3,3,3,3,1,0,19(1),301(3),15.84
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001019,서울등양초등학교,2,공립,2,2,2,2,2,2,1,0,13(1),177(4),13.62
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001020,서울등원초등학교,2,공립,2,2,2,1,2,2,2,0,13(2),171(8),13.15
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001021,서울등촌초등학교,2,공립,4,5,4,5,4,4,1,0,27(1),500(2),18.52
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001022,서울등현초등학교,2,공립,5,4,5,5,4,5,0,0,28(0),631(0),22.54
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001023,서울목동초등학교,2,공립,7,8,8,8,8,10,2,0,51(2),1390(9),27.25
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001024,서울목원초등학교,2,공립,3,3,3,5,4,6,0,0,24(0),541(0),22.54
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001025,서울발산초등학교,2,공립,7,8,8,8,8,8,2,0,49(2),1210(10),24.69
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001026,서울방화초등학교,2,공립,4,5,4,4,5,5,1,0,28(1),588(1),21
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001027,서울백석초등학교,2,공립,4,5,4,4,5,4,1,0,27(1),504(6),18.67
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001028,서울삼정초등학교,2,공립,3,2,2,2,2,3,1,0,15(1),252(4),16.8
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001029,서울서정초등학교,2,공립,5,5,5,5,5,6,0,0,31(0),782(0),25.23
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001030,서울송정초등학교,2,공립,5,6,5,6,5,6,2,0,35(2),653(9),18.66
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001031,서울송화초등학교,2,공립,10,10,10,7,8,8,1,0,54(1),1328(5),24.59
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001032,서울신강초등학교,2,공립,3,3,5,4,4,4,2,0,25(2),482(9),19.28
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001033,서울신곡초등학교,2,공립,5,7,6,6,5,6,2,0,37(2),734(6),19.84
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001034,서울신남초등학교,2,공립,5,5,5,5,5,3,1,0,29(1),439(8),15.14
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001035,서울신목초등학교,2,공립,6,6,6,6,6,8,2,0,40(2),1069(12),26.73
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001036,서울신서초등학교,2,공립,7,8,6,8,7,8,0,0,44(0),1181(0),26.84
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001037,서울신원초등학교,2,공립,4,4,4,3,3,4,2,0,24(2),462(9),19.25
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001038,서울신월초등학교,2,공립,5,5,6,5,4,6,2,0,33(2),667(8),20.21
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001039,서울신정초등학교,2,공립,12,13,11,12,11,13,3,0,75(3),1696(16),22.61
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001040,서울양강초등학교,2,공립,5,4,4,4,4,6,1,0,28(1),622(1),22.21
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001041,서울양동초등학교,2,공립,4,3,4,3,3,3,2,0,22(2),395(4),17.95
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001042,서울양명초등학교,2,공립,4,4,3,4,3,4,1,0,23(1),542(7),23.57
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001043,서울양목초등학교,2,공립,6,6,6,6,6,8,2,0,40(2),840(5),21
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001044,서울양원초등학교,2,공립,3,2,3,2,3,3,2,0,18(2),292(9),16.22
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001045,서울양천초등학교,2,공립,3,4,4,4,3,4,0,0,22(0),438(0),19.91
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001046,서울양화초등학교,2,공립,6,5,5,5,6,6,2,0,35(2),682(9),19.49
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001048,서울염동초등학교,2,공립,6,6,6,7,6,7,1,0,39(1),991(3),25.41
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001049,서울염창초등학교,2,공립,6,8,6,7,5,6,2,0,40(2),860(8),21.5
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001050,서울영도초등학교,2,공립,7,8,7,7,8,9,0,0,46(0),1211(0),26.33
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001051,서울우장초등학교,2,공립,7,7,7,6,7,6,0,0,40(0),948(0),23.7
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001052,서울월정초등학교,2,공립,6,9,7,8,8,7,1,0,46(1),1016(1),22.09
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001053,서울월촌초등학교,2,공립,5,6,6,8,9,9,0,0,43(0),1141(0),26.53
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001054,서울은정초등학교,2,공립,3,2,3,3,3,3,2,0,19(2),346(9),18.21
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001055,서울정곡초등학교,2,공립,2,3,2,2,3,3,2,0,17(2),232(3),13.65
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001056,서울정목초등학교,2,공립,7,7,7,8,8,10,1,0,48(1),1144(3),23.83
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001057,서울지향초등학교,2,공립,6,6,6,4,4,7,1,0,34(1),699(6),20.56
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001058,서울치현초등학교,2,공립,6,6,6,6,5,6,1,0,36(1),688(1),19.11
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001059,서울탑산초등학교,2,공립,5,4,5,4,5,5,2,0,30(2),487(9),16.23
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001060,서울화곡초등학교,2,공립,6,7,7,7,7,7,2,0,43(2),968(11),22.51
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001061,유석초등학교,2,사립,2,2,2,2,2,1,0,0,11(0),297(0),27
서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,S010001197,동광초등학교,2,사립,3,3,3,3,3,2,0,0,17(0),385(0),22.65
서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,S010001198,서울가산초등학교,2,공립,3,3,3,3,3,3,0,0,18(0),291(0),16.17
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001199,서울개명초등학교,2,공립,4,3,4,3,3,4,1,0,22(1),401(2),18.23
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001200,서울개봉초등학교,2,공립,9,9,8,8,8,8,2,0,52(2),1137(13),21.87
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001201,서울개웅초등학교,2,공립,5,5,5,4,4,5,2,0,30(2),568(7),18.93
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001202,서울고산초등학교,2,공립,4,4,3,4,3,4,1,0,23(1),472(4),20.52
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001203,서울고척초등학교,2,공립,3,4,3,4,4,4,2,0,24(2),388(5),16.17
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001204,서울구로남초등학교,2,공립,5,6,5,5,4,5,2,0,32(2),555(8),17.34
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001205,서울구로초등학교,2,공립,4,5,6,5,5,4,2,0,31(2),520(8),16.77
