시도교육청,지역교육청,지역,정보공시  학교코드,학교명,학교급코드,설립구분,1학년,2학년,3학년,4학년,5학년,6학년,특수학급,순회학급,학급수(계),학생수(계),학급당학생수
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000054,조치원교동초등학교,2,공립,2,2,2,2,2,3,2,0,15(2),271(8),18.07
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000055,조치원대동초등학교,2,공립,5,6,6,6,6,7,2,0,38(2),832(9),21.89
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000056,조치원명동초등학교,2,공립,1,2,2,2,2,2,1,0,12(1),157(3),13.08
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000057,조치원신봉초등학교,2,공립,2,3,3,3,3,3,1,0,18(1),347(5),19.28
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000058,세종도원초등학교,2,공립,5,6,5,6,5,6,1,0,34(1),753(4),22.15
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000059,참샘초등학교,2,공립,5,5,6,4,6,6,1,0,33(1),677(2),20.52
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000074,부강초등학교,2,공립,2,3,2,3,2,2,1,0,15(1),243(2),16.2
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000103,한솔초등학교,2,공립,5,5,5,5,5,6,2,0,33(2),711(6),21.55
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000104,양지초등학교,2,공립,5,5,5,4,5,4,0,0,28(0),601(0),21.46
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000109,연양초등학교,2,공립,8,8,9,9,8,9,2,0,53(2),1153(7),21.75
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000110,아름초등학교,2,공립,7,9,9,10,9,10,1,0,55(1),1309(4),23.8
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000111,나래초등학교,2,공립,8,8,9,9,8,9,2,0,53(2),1188(8),22.42
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000117,도담초등학교,2,공립,8,10,10,11,11,12,1,0,63(1),1490(4),23.65
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000122,미르초등학교,2,공립,5,6,5,6,7,6,1,0,36(1),822(5),22.83
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000127,두루초등학교,2,공립,9,10,8,8,8,8,1,0,52(1),1195(6),22.98
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000129,가락초등학교,2,공립,4,5,4,5,4,3,1,0,26(1),535(3),20.58
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000131,으뜸초등학교,2,공립,4,5,4,4,3,3,1,0,24(1),479(2),19.96
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000133,고운초등학교,2,공립,6,8,8,7,7,7,2,0,45(2),1009(7),22.42
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000134,온빛초등학교,2,공립,7,7,8,8,8,6,2,0,46(2),1028(9),22.35
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000136,종촌초등학교,2,공립,8,7,7,7,7,7,2,0,45(2),993(7),22.07
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000141,늘봄초등학교,2,공립,3,4,5,4,4,6,2,0,28(2),443(12),15.82
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000153,연세초등학교,2,공립,4,5,4,4,4,4,0,0,25(0),541(0),21.64
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000157,다빛초등학교,2,공립,4,5,4,4,4,3,2,0,26(2),515(5),19.81
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000166,소담초등학교,2,공립,8,9,9,8,6,7,2,0,49(2),1116(9),22.78
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000167,보람초등학교,2,공립,9,10,10,9,9,8,1,0,56(1),1347(4),24.05
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000168,여울초등학교,2,공립,6,6,5,4,4,4,1,0,30(1),687(5),22.9
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000169,가득초등학교,2,공립,6,5,6,5,5,4,1,0,32(1),683(1),21.34
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000171,새뜸초등학교,2,공립,6,5,5,5,5,5,2,0,33(2),656(9),19.88
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000172,새롬초등학교,2,공립,9,9,9,9,9,8,1,0,54(1),1330(2),24.63
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000181,글벗초등학교,2,공립,6,6,5,6,4,4,1,0,32(1),700(2),21.88
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000207,솔빛초등학교,2,공립,2,2,2,2,2,2,0,0,12(0),141(0),11.75
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000208,반곡초등학교,2,공립,8,6,6,6,5,6,1,0,38(1),789(4),20.76
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000209,대평초등학교,2,공립,7,7,5,5,5,5,1,0,35(1),732(3),20.91
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000210,새움초등학교,2,공립,4,5,4,4,3,4,1,0,25(1),421(4),16.84
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000211,다정초등학교,2,공립,10,10,9,8,8,8,2,0,55(2),1273(8),23.15
세종특별자치시교육청,세종특별자치시교육청,세종특별자치시 세종특별자치시,S080000212,한결초등학교,2,공립,8,8,7,7,6,5,0,0,41(0),965(0),23.54
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000881,가평마장초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),72(3),10.29
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000882,가평초등학교,2,공립,5,5,5,5,5,5,2,0,32(2),787(7),24.59
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000885,대성초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),81(3),11.57
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000890,목동초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),88(4),12.57
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000892,목동초등학교명지분교장,2,공립,0,1,0,1,1,0,0,0,3(0),14(0),4.67
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000895,미원초등학교,2,공립,2,2,2,2,2,2,2,0,14(2),276(4),19.71
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000899,미원초등학교위곡분교장,2,공립,0,1,0,1,1,1,0,0,4(0),24(0),6
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000900,미원초등학교장락분교장,2,공립,1,0,0,0,1,1,1,0,4(1),14(2),3.5
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000901,방일초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),53(2),7.57
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000905,상면초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),76(2),10.86
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000906,상색초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),40(3),5.71
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000908,상천초등학교,2,공립,1,1,1,1,1,1,0,0,6(0),49(0),8.17
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000910,연하초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),88(2),12.57
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000914,율길초등학교,2,공립,1,1,1,1,1,1,0,0,6(0),48(0),8
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000916,조종초등학교,2,공립,2,3,3,2,2,2,2,0,16(2),350(9),21.88
경기도교육청,경기도가평교육지원청,경기도 가평군,S090000920,청평초등학교,2,공립,2,3,3,3,3,3,2,1,20(3),386(11),19.3
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000974,가람초등학교,2,공립,4,3,4,4,4,4,1,0,24(1),518(4),21.58
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090000975,강선초등학교,2,공립,4,5,5,5,5,6,1,0,31(1),790(2),25.48
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090000976,고봉초등학교,2,공립,3,2,3,2,3,3,1,0,17(1),411(5),24.18
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090000977,고양백석초등학교,2,공립,4,4,4,5,4,5,0,0,26(0),677(0),26.04
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090000978,고양신일초등학교,2,공립,5,5,5,6,6,7,0,0,34(0),931(0),27.38
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000979,고양용현초등학교,2,공립,3,3,2,2,3,2,1,0,16(1),354(2),22.13
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000980,고양초등학교,2,공립,4,4,4,4,4,4,1,0,25(1),576(5),23.04
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000981,고양화수초등학교,2,공립,3,4,5,5,5,6,1,0,29(1),768(5),26.48
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000982,고양화정초등학교,2,공립,8,7,8,8,7,7,0,0,45(0),1264(0),28.09
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090000983,금계초등학교,2,공립,3,4,4,4,3,4,1,0,23(1),516(1),22.43
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090000984,낙민초등학교,2,공립,4,4,4,5,5,5,0,0,27(0),751(0),27.81
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000985,내유초등학교,2,공립,6,6,5,5,5,5,2,0,34(2),901(12),26.5
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090000986,냉천초등학교,2,공립,3,3,3,3,3,2,1,0,18(1),392(2),21.78
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000987,능곡초등학교,2,공립,4,5,4,4,4,4,2,0,27(2),610(9),22.59
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000988,대곡초등학교,2,공립,1,1,1,1,1,2,0,0,7(0),152(0),21.71
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090000989,대화초등학교,2,공립,3,4,3,4,3,4,1,0,22(1),548(2),24.91
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000990,덕은초등학교,2,공립,2,3,2,2,2,2,1,0,14(1),240(4),17.14
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090000991,덕이초등학교,2,공립,2,2,2,2,2,2,1,0,13(1),294(5),22.62
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000992,무원초등학교,2,공립,5,5,6,6,5,5,1,0,33(1),866(4),26.24
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090000993,문촌초등학교,2,공립,3,3,3,3,2,3,2,0,19(2),425(12),22.37
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090000994,문화초등학교,2,공립,5,4,5,5,6,6,1,0,32(1),855(4),26.72
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090000995,백마초등학교,2,공립,3,4,4,5,4,6,2,0,28(2),678(9),24.21
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090000998,백신초등학교,2,공립,3,3,3,4,3,4,1,0,21(1),510(4),24.29
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090000999,백양초등학교,2,공립,2,2,2,2,2,2,1,0,13(1),310(6),23.85
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001000,벽제초등학교,2,공립,2,2,3,2,3,3,0,0,15(0),350(0),23.33
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001001,삼송초등학교,2,공립,9,9,8,8,6,6,1,0,47(1),1228(5),26.13
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001002,상탄초등학교,2,공립,6,7,7,7,7,6,2,0,42(2),1017(8),24.21
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001003,성라초등학교,2,공립,3,3,4,3,3,4,1,0,21(1),516(4),24.57
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001004,성사초등학교,2,공립,5,6,5,5,6,6,2,3,38(5),937(22),24.66
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001005,성석초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),110(3),15.71
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001006,성신초등학교,2,공립,4,5,4,4,4,4,2,0,27(2),653(10),24.19
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001007,성저초등학교,2,공립,3,3,2,3,3,4,1,0,19(1),422(6),22.21
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001008,소만초등학교,2,공립,2,3,3,3,3,3,1,0,18(1),395(4),21.94
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001009,송포초등학교,2,공립,3,4,3,4,4,4,0,0,22(0),535(0),24.32
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001010,일산은행초등학교,2,공립,2,2,2,2,2,3,1,0,14(1),325(6),23.21
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001011,신능초등학교,2,공립,2,2,2,2,2,3,1,0,14(1),268(4),19.14
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001012,신원초등학교,2,공립,9,9,9,8,7,7,1,0,50(1),1403(6),28.06
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001014,신촌초등학교,2,공립,3,3,3,4,4,4,1,0,22(1),594(6),27
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001015,안곡초등학교,2,공립,3,3,3,4,3,4,1,0,21(1),536(4),25.52
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001016,오마초등학교,2,공립,6,8,7,8,9,9,0,0,47(0),1354(0),28.81
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001017,용두초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),52(5),7.43
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001018,용정초등학교,2,공립,1,2,1,2,2,2,4,0,14(4),195(16),13.93
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001019,원당초등학교,2,공립,3,4,4,4,4,4,1,0,24(1),555(6),23.13
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001020,원중초등학교,2,공립,6,6,5,6,7,5,2,0,37(2),965(11),26.08
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001021,율동초등학교,2,공립,2,2,2,2,3,2,1,0,14(1),330(5),23.57
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001023,일산초등학교,2,공립,2,2,2,3,3,3,2,1,18(3),321(11),17.83
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001024,장성초등학교,2,공립,3,3,3,2,3,3,1,0,18(1),371(5),20.61
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001025,장촌초등학교,2,공립,2,2,2,2,1,2,0,0,11(0),217(0),19.73
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001026,저동초등학교,2,공립,3,3,3,3,4,3,0,0,19(0),501(0),26.37
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001027,정발초등학교,2,공립,6,6,6,7,7,7,0,0,39(0),1122(0),28.77
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001028,주엽초등학교,2,공립,3,4,4,4,4,5,0,0,24(0),562(0),23.42
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001029,중산초등학교,2,공립,3,3,4,3,3,3,0,0,19(0),469(0),24.68
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001030,지도초등학교,2,공립,5,5,4,5,5,6,0,0,30(0),807(0),26.9
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001032,토당초등학교,2,공립,2,2,3,2,2,3,2,0,16(2),303(9),18.94
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001033,풍산초등학교,2,공립,5,5,6,6,5,7,2,0,36(2),949(6),26.36
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001034,한수초등학교,2,공립,4,4,4,4,4,4,1,0,25(1),652(5),26.08
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001035,행남초등학교,2,공립,2,2,2,2,2,3,0,0,13(0),240(0),18.46
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001036,행신초등학교,2,공립,3,3,3,3,4,3,1,0,20(1),414(6),20.7
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001037,행주초등학교,2,공립,1,1,1,1,1,1,0,0,6(0),65(0),10.83
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001038,현산초등학교,2,공립,6,5,5,6,5,6,2,0,35(2),887(9),25.34
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001039,호곡초등학교,2,공립,8,9,8,7,7,6,2,0,47(2),1278(11),27.19
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090001040,호수초등학교,2,공립,3,3,3,3,3,4,1,0,20(1),516(4),25.8
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001041,화중초등학교,2,공립,3,4,4,3,3,4,0,0,21(0),517(0),24.62
경기도교육청,경기도고양교육지원청,경기도 고양시 일산서구,S090001042,황룡초등학교,2,공립,3,3,3,3,3,3,2,0,20(2),427(12),21.35
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090001043,흥도초등학교,2,공립,9,9,10,8,7,6,1,0,50(1),1392(5),27.84
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001199,가림초등학교,2,공립,4,4,4,4,4,3,2,0,25(2),562(10),22.48
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001201,광명광덕초등학교,2,공립,4,5,4,5,4,4,2,0,28(2),669(10),23.89
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001202,광명광성초등학교,2,공립,5,6,7,6,6,6,2,0,38(2),936(7),24.63
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001203,광명남초등학교,2,공립,2,3,3,2,3,3,2,0,18(2),403(12),22.39
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001204,광명동초등학교,2,공립,2,2,2,2,2,3,2,0,15(2),299(9),19.93
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001205,광명북초등학교,2,공립,6,6,7,6,6,5,2,0,38(2),1004(8),26.42
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001206,광명서초등학교,2,공립,4,5,4,4,4,6,2,0,29(2),717(13),24.72
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001207,광명초등학교,2,공립,3,4,4,4,4,4,2,0,25(2),595(10),23.8
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001208,광문초등학교,2,공립,5,4,4,4,4,5,2,0,28(2),671(9),23.96
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001210,광일초등학교,2,공립,4,5,5,5,4,4,2,1,30(3),670(16),22.33
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001211,도덕초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),58(2),8.29
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001212,서면초등학교,2,공립,4,4,4,4,3,4,2,0,25(2),612(12),24.48
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001213,소하초등학교,2,공립,6,7,7,7,6,8,2,0,43(2),1098(10),25.53
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001214,안서초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),48(4),6.86
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001215,연서초등학교,2,공립,3,3,3,3,2,3,1,0,18(1),435(6),24.17
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001216,온신초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),44(1),6.29
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001217,철산초등학교,2,공립,9,10,9,10,9,10,1,0,58(1),1637(4),28.22
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001218,하안남초등학교,2,공립,2,3,3,3,4,3,1,0,19(1),416(4),21.89
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001219,하안북초등학교,2,공립,3,3,3,3,3,3,1,0,19(1),435(3),22.89
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001220,하안초등학교,2,공립,3,3,4,3,3,4,1,0,21(1),504(4),24
경기도교육청,경기도광명교육지원청,경기도 광명시,S090001221,하일초등학교,2,공립,3,3,3,3,3,3,1,0,19(1),442(6),23.26
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001279,경안초등학교,2,공립,3,3,4,3,4,3,1,0,21(1),531(6),25.29
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001280,고골초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),70(2),10
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001281,곤지암초등학교,2,공립,3,4,4,4,3,4,2,0,24(2),514(8),21.42
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001282,광남초등학교,2,공립,7,8,6,7,5,6,2,1,42(3),1088(16),25.9
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001284,광주광명초등학교,2,공립,12,11,10,7,7,10,1,0,58(1),1849(14),31.88
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001285,광주매곡초등학교,2,공립,7,8,7,8,7,8,1,0,46(1),1337(6),29.07
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001286,광주초등학교,2,공립,7,8,7,7,6,6,3,0,44(3),1171(18),26.61
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001288,광지원초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),63(5),9
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001289,남한산초등학교,2,공립,1,1,1,1,1,1,0,0,6(0),118(0),19.67
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001290,덕풍초등학교,2,공립,3,4,3,4,3,3,1,0,21(1),562(4),26.76
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001291,도곡초등학교,2,공립,5,7,7,6,7,6,2,0,40(2),1106(9),27.65
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001292,도궁초등학교,2,공립,1,1,1,1,1,1,0,0,6(0),98(0),16.33
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001293,도수초등학교,2,공립,3,4,5,4,4,4,1,0,25(1),617(6),24.68
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090001294,도심초등학교,2,공립,3,3,3,4,4,4,1,0,22(1),524(5),23.82
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001295,도척초등학교,2,공립,2,2,2,2,2,2,1,0,13(1),265(5),20.38
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001296,동부초등학교,2,공립,5,4,4,4,3,5,2,0,27(2),626(7),23.19
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001298,만선초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),74(4),10.57
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001299,망월초등학교,2,공립,11,12,10,10,7,8,1,0,59(1),1738(7),29.46
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001301,번천초등학교,2,공립,1,1,1,1,1,1,0,0,6(0),84(0),14
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001302,분원초등학교,2,공립,1,1,1,1,1,1,0,0,6(0),97(0),16.17
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001305,산곡초등학교,2,공립,1,1,1,1,1,1,0,0,6(0),98(0),16.33
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001306,삼리초등학교,2,공립,4,4,4,4,4,4,2,0,26(2),613(12),23.58
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001307,서부초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),51(2),7.29
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001308,선동초등학교,2,공립,1,1,1,1,1,1,1,0,7(1),64(4),9.14
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001309,신장초등학교,2,공립,3,3,3,3,3,3,1,0,19(1),450(5),23.68
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001310,쌍령초등학교,2,공립,4,4,4,5,5,5,2,0,29(2),661(7),22.79
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001311,오포초등학교,2,공립,5,5,4,5,4,4,1,0,28(1),700(7),25
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001312,창우초등학교,2,공립,4,4,3,3,3,3,1,0,21(1),548(2),26.1
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001314,초월초등학교,2,공립,2,2,2,2,1,2,1,0,12(1),207(4),17.25
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001315,탄벌초등학교,2,공립,9,11,10,10,11,12,1,0,64(1),2006(6),31.34
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090001316,태전초등학교,2,공립,4,6,5,5,6,7,1,0,34(1),920(6),27.06
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001317,하남천현초등학교,2,공립,2,3,2,2,2,3,2,0,16(2),329(9),20.56
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090001318,하남초등학교,2,공립,3,4,4,4,4,4,1,0,24(1),601(3),25.04
경기도교육청,경기도군포의왕교육지원청,경기도 의왕시,S090001380,갈뫼초등학교,2,공립,3,3,3,4,4,4,1,0,22(1),542(3),24.64
경기도교육청,경기도군포의왕교육지원청,경기도 의왕시,S090001381,고천초등학교,2,공립,3,3,3,3,2,3,2,0,19(2),414(9),21.79
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090001382,곡란초등학교,2,공립,3,3,2,3,2,3,0,0,16(0),354(0),22.13
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090001383,관모초등학교,2,공립,2,2,2,2,2,2,1,0,13(1),250(6),19.23
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090001384,광정초등학교,2,공립,4,4,4,4,3,4,1,0,24(1),587(7),24.46
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090001385,군포양정초등학교,2,공립,6,5,6,5,5,6,2,0,35(2),855(8),24.43
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090001386,군포옥천초등학교,2,공립,2,2,2,2,2,2,0,0,12(0),288(0),24
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090001387,군포초등학교,2,공립,5,5,7,7,7,6,2,0,39(2),962(10),24.67
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090001388,군포화산초등학교,2,공립,2,2,3,2,2,2,2,0,15(2),328(6),21.87
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090001389,궁내초등학교,2,공립,4,3,4,4,5,5,0,0,25(0),641(0),25.64
