"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EMPAGE","25_54","PC_AGE","A","1979",70.71983,
"AUS","EMPAGE","25_54","PC_AGE","A","1980",71.19049,
"AUS","EMPAGE","25_54","PC_AGE","A","1981",71.39142,
"AUS","EMPAGE","25_54","PC_AGE","A","1982",70.63979,
"AUS","EMPAGE","25_54","PC_AGE","A","1983",68.88377,
"AUS","EMPAGE","25_54","PC_AGE","A","1984",70.02629,
"AUS","EMPAGE","25_54","PC_AGE","A","1985",71.06119,
"AUS","EMPAGE","25_54","PC_AGE","A","1986",72.67167,
"AUS","EMPAGE","25_54","PC_AGE","A","1987",72.94643,
"AUS","EMPAGE","25_54","PC_AGE","A","1988",74.20647,
"AUS","EMPAGE","25_54","PC_AGE","A","1989",75.5411,
"AUS","EMPAGE","25_54","PC_AGE","A","1990",76.03415,
"AUS","EMPAGE","25_54","PC_AGE","A","1991",74.26691,
"AUS","EMPAGE","25_54","PC_AGE","A","1992",73.28902,
"AUS","EMPAGE","25_54","PC_AGE","A","1993",72.84747,
"AUS","EMPAGE","25_54","PC_AGE","A","1994",73.6044,
"AUS","EMPAGE","25_54","PC_AGE","A","1995",75.04407,
"AUS","EMPAGE","25_54","PC_AGE","A","1996",74.98886,
"AUS","EMPAGE","25_54","PC_AGE","A","1997",74.90452,
"AUS","EMPAGE","25_54","PC_AGE","A","1998",75.13912,
"AUS","EMPAGE","25_54","PC_AGE","A","1999",75.49137,
"AUS","EMPAGE","25_54","PC_AGE","A","2000",76.22829,
"AUS","EMPAGE","25_54","PC_AGE","A","2001",76.28022,
"AUS","EMPAGE","25_54","PC_AGE","A","2002",76.7261,
"AUS","EMPAGE","25_54","PC_AGE","A","2003",77.2747,
"AUS","EMPAGE","25_54","PC_AGE","A","2004",77.45007,
"AUS","EMPAGE","25_54","PC_AGE","A","2005",78.76469,
"AUS","EMPAGE","25_54","PC_AGE","A","2006",79.17829,
"AUS","EMPAGE","25_54","PC_AGE","A","2007",79.92666,
"AUS","EMPAGE","25_54","PC_AGE","A","2008",80.31086,
"AUS","EMPAGE","25_54","PC_AGE","A","2009",79.15042,
"AUS","EMPAGE","25_54","PC_AGE","A","2010",79.46227,
"AUS","EMPAGE","25_54","PC_AGE","A","2011",79.8016,
"AUS","EMPAGE","25_54","PC_AGE","A","2012",79.45096,
"AUS","EMPAGE","25_54","PC_AGE","A","2013",79.1446,
"AUS","EMPAGE","25_54","PC_AGE","A","2014",78.79925,
"AUS","EMPAGE","25_54","PC_AGE","A","2015",79.30939,
"AUS","EMPAGE","25_54","PC_AGE","A","2016",79.68417,
"AUS","EMPAGE","25_54","PC_AGE","A","2017",80.21358,
"AUS","EMPAGE","25_54","PC_AGE","A","2018",80.94088,
"AUS","EMPAGE","25_54","PC_AGE","A","2019",81.5178,
"AUS","EMPAGE","25_54","PC_AGE","A","2020",80.0861,
"AUS","EMPAGE","25_54","PC_AGE","A","2021",81.84729,
"AUS","EMPAGE","25_54","PC_AGE","A","2022",83.59436,
"AUS","EMPAGE","55_64","PC_AGE","A","1979",43.43592,
"AUS","EMPAGE","55_64","PC_AGE","A","1980",43.5891,
"AUS","EMPAGE","55_64","PC_AGE","A","1981",42.51108,
"AUS","EMPAGE","55_64","PC_AGE","A","1982",40.88751,
"AUS","EMPAGE","55_64","PC_AGE","A","1983",39.08059,
"AUS","EMPAGE","55_64","PC_AGE","A","1984",38.9337,
"AUS","EMPAGE","55_64","PC_AGE","A","1985",38.15841,
"AUS","EMPAGE","55_64","PC_AGE","A","1986",39.36725,
"AUS","EMPAGE","55_64","PC_AGE","A","1987",39.36246,
"AUS","EMPAGE","55_64","PC_AGE","A","1988",39.77102,
"AUS","EMPAGE","55_64","PC_AGE","A","1989",40.89209,
"AUS","EMPAGE","55_64","PC_AGE","A","1990",41.50192,
"AUS","EMPAGE","55_64","PC_AGE","A","1991",40.14863,
"AUS","EMPAGE","55_64","PC_AGE","A","1992",39.34028,
"AUS","EMPAGE","55_64","PC_AGE","A","1993",38.56488,
"AUS","EMPAGE","55_64","PC_AGE","A","1994",40.29091,
"AUS","EMPAGE","55_64","PC_AGE","A","1995",41.60622,
"AUS","EMPAGE","55_64","PC_AGE","A","1996",42.2831,
"AUS","EMPAGE","55_64","PC_AGE","A","1997",42.71225,
"AUS","EMPAGE","55_64","PC_AGE","A","1998",43.61793,
"AUS","EMPAGE","55_64","PC_AGE","A","1999",44.025,
"AUS","EMPAGE","55_64","PC_AGE","A","2000",46.0477,
"AUS","EMPAGE","55_64","PC_AGE","A","2001",46.71805,
"AUS","EMPAGE","55_64","PC_AGE","A","2002",48.46489,
"AUS","EMPAGE","55_64","PC_AGE","A","2003",50.27998,
"AUS","EMPAGE","55_64","PC_AGE","A","2004",51.6954,
"AUS","EMPAGE","55_64","PC_AGE","A","2005",53.46741,
"AUS","EMPAGE","55_64","PC_AGE","A","2006",55.41442,
"AUS","EMPAGE","55_64","PC_AGE","A","2007",56.50653,
"AUS","EMPAGE","55_64","PC_AGE","A","2008",57.31216,
"AUS","EMPAGE","55_64","PC_AGE","A","2009",59.01427,
"AUS","EMPAGE","55_64","PC_AGE","A","2010",60.60284,
"AUS","EMPAGE","55_64","PC_AGE","A","2011",61.15654,
"AUS","EMPAGE","55_64","PC_AGE","A","2012",61.42891,
"AUS","EMPAGE","55_64","PC_AGE","A","2013",61.39897,
"AUS","EMPAGE","55_64","PC_AGE","A","2014",61.41941,
"AUS","EMPAGE","55_64","PC_AGE","A","2015",62.11502,
"AUS","EMPAGE","55_64","PC_AGE","A","2016",62.46677,
"AUS","EMPAGE","55_64","PC_AGE","A","2017",63.58606,
"AUS","EMPAGE","55_64","PC_AGE","A","2018",63.81539,
"AUS","EMPAGE","55_64","PC_AGE","A","2019",64.48013,
"AUS","EMPAGE","55_64","PC_AGE","A","2020",63.63619,
"AUS","EMPAGE","55_64","PC_AGE","A","2021",65.36904,
"AUS","EMPAGE","55_64","PC_AGE","A","2022",67.07575,
"AUT","EMPAGE","15_24","PC_AGE","A","1999",56.3,
"AUT","EMPAGE","15_24","PC_AGE","A","2000",52.55,
"AUT","EMPAGE","15_24","PC_AGE","A","2001",51.375,
"AUT","EMPAGE","15_24","PC_AGE","A","2002",51.675,
"AUT","EMPAGE","15_24","PC_AGE","A","2003",51.125,"B"
"AUT","EMPAGE","15_24","PC_AGE","A","2004",50.75,"B"
"AUT","EMPAGE","15_24","PC_AGE","A","2005",51.625,
"AUT","EMPAGE","15_24","PC_AGE","A","2006",52.25,"B"
"AUT","EMPAGE","15_24","PC_AGE","A","2007",53.825,
"AUT","EMPAGE","15_24","PC_AGE","A","2008",54.45,
"AUT","EMPAGE","15_24","PC_AGE","A","2009",53.15,
"AUT","EMPAGE","15_24","PC_AGE","A","2010",52.75,
"AUT","EMPAGE","15_24","PC_AGE","A","2011",53.9,
"AUT","EMPAGE","15_24","PC_AGE","A","2012",53.675,
"AUT","EMPAGE","15_24","PC_AGE","A","2013",53.075,
"AUT","EMPAGE","15_24","PC_AGE","A","2014",52.05,
"AUT","EMPAGE","15_24","PC_AGE","A","2015",51.375,
"AUT","EMPAGE","15_24","PC_AGE","A","2016",51,
"AUT","EMPAGE","15_24","PC_AGE","A","2017",50.575,
"AUT","EMPAGE","15_24","PC_AGE","A","2018",51.35,
"AUT","EMPAGE","15_24","PC_AGE","A","2019",51.625,
"AUT","EMPAGE","15_24","PC_AGE","A","2020",49.775,
"AUT","EMPAGE","15_24","PC_AGE","A","2021",50.125,
"AUT","EMPAGE","15_24","PC_AGE","A","2022",51.9,
"AUT","EMPAGE","25_54","PC_AGE","A","1999",81.8,
"AUT","EMPAGE","25_54","PC_AGE","A","2000",82.625,
"AUT","EMPAGE","25_54","PC_AGE","A","2001",82.75,
"AUT","EMPAGE","25_54","PC_AGE","A","2002",83.6,
"AUT","EMPAGE","25_54","PC_AGE","A","2003",84.025,"B"
"AUT","EMPAGE","25_54","PC_AGE","A","2004",81.425,"B"
"AUT","EMPAGE","25_54","PC_AGE","A","2005",81.55,
"AUT","EMPAGE","25_54","PC_AGE","A","2006",82.175,"B"
"AUT","EMPAGE","25_54","PC_AGE","A","2007",82.875,
"AUT","EMPAGE","25_54","PC_AGE","A","2008",83.4,
"AUT","EMPAGE","25_54","PC_AGE","A","2009",82.875,
"AUT","EMPAGE","25_54","PC_AGE","A","2010",83.325,
"AUT","EMPAGE","25_54","PC_AGE","A","2011",84.1,
"AUT","EMPAGE","25_54","PC_AGE","A","2012",84.325,
"AUT","EMPAGE","25_54","PC_AGE","A","2013",84,
"AUT","EMPAGE","25_54","PC_AGE","A","2014",83.45,
"AUT","EMPAGE","25_54","PC_AGE","A","2015",83.475,
"AUT","EMPAGE","25_54","PC_AGE","A","2016",83.575,
"AUT","EMPAGE","25_54","PC_AGE","A","2017",84.1,
"AUT","EMPAGE","25_54","PC_AGE","A","2018",84.55,
"AUT","EMPAGE","25_54","PC_AGE","A","2019",85.3,
"AUT","EMPAGE","25_54","PC_AGE","A","2020",83.1,
"AUT","EMPAGE","25_54","PC_AGE","A","2021",83.825,
"AUT","EMPAGE","25_54","PC_AGE","A","2022",85.75,
"AUT","EMPAGE","55_64","PC_AGE","A","1999",27.65,
"AUT","EMPAGE","55_64","PC_AGE","A","2000",28.85,
"AUT","EMPAGE","55_64","PC_AGE","A","2001",28.675,
"AUT","EMPAGE","55_64","PC_AGE","A","2002",29.075,
"AUT","EMPAGE","55_64","PC_AGE","A","2003",30.275,"B"
"AUT","EMPAGE","55_64","PC_AGE","A","2004",27.15,"B"
"AUT","EMPAGE","55_64","PC_AGE","A","2005",29.95,
"AUT","EMPAGE","55_64","PC_AGE","A","2006",32.975,"B"
"AUT","EMPAGE","55_64","PC_AGE","A","2007",35.95,
"AUT","EMPAGE","55_64","PC_AGE","A","2008",38.8,
"AUT","EMPAGE","55_64","PC_AGE","A","2009",39.425,
"AUT","EMPAGE","55_64","PC_AGE","A","2010",41.175,
"AUT","EMPAGE","55_64","PC_AGE","A","2011",39.925,
"AUT","EMPAGE","55_64","PC_AGE","A","2012",41.6,
"AUT","EMPAGE","55_64","PC_AGE","A","2013",43.75,
"AUT","EMPAGE","55_64","PC_AGE","A","2014",45.1,
"AUT","EMPAGE","55_64","PC_AGE","A","2015",46.275,
"AUT","EMPAGE","55_64","PC_AGE","A","2016",49.175,
"AUT","EMPAGE","55_64","PC_AGE","A","2017",51.275,
"AUT","EMPAGE","55_64","PC_AGE","A","2018",53.975,
"AUT","EMPAGE","55_64","PC_AGE","A","2019",54.475,
"AUT","EMPAGE","55_64","PC_AGE","A","2020",54.25,
"AUT","EMPAGE","55_64","PC_AGE","A","2021",55.4,
"AUT","EMPAGE","55_64","PC_AGE","A","2022",56.375,
"BEL","EMPAGE","15_24","PC_AGE","A","1999",28.2,
"BEL","EMPAGE","15_24","PC_AGE","A","2000",29.125,"B"
"BEL","EMPAGE","15_24","PC_AGE","A","2001",29.7,
"BEL","EMPAGE","15_24","PC_AGE","A","2002",29.35,
"BEL","EMPAGE","15_24","PC_AGE","A","2003",27.35,
"BEL","EMPAGE","15_24","PC_AGE","A","2004",27.8,"B"
"BEL","EMPAGE","15_24","PC_AGE","A","2005",27.475,
"BEL","EMPAGE","15_24","PC_AGE","A","2006",27.575,
"BEL","EMPAGE","15_24","PC_AGE","A","2007",27.475,
"BEL","EMPAGE","15_24","PC_AGE","A","2008",27.4,"B"
"BEL","EMPAGE","15_24","PC_AGE","A","2009",25.35,
"BEL","EMPAGE","15_24","PC_AGE","A","2010",25.225,
"BEL","EMPAGE","15_24","PC_AGE","A","2011",26,
"BEL","EMPAGE","15_24","PC_AGE","A","2012",25.25,
"BEL","EMPAGE","15_24","PC_AGE","A","2013",23.625,
"BEL","EMPAGE","15_24","PC_AGE","A","2014",23.2,
"BEL","EMPAGE","15_24","PC_AGE","A","2015",23.35,
"BEL","EMPAGE","15_24","PC_AGE","A","2016",22.75,"B"
"BEL","EMPAGE","15_24","PC_AGE","A","2017",22.7,
"BEL","EMPAGE","15_24","PC_AGE","A","2018",24.975,
"BEL","EMPAGE","15_24","PC_AGE","A","2019",26.575,
"BEL","EMPAGE","15_24","PC_AGE","A","2020",23.875,
"BEL","EMPAGE","15_24","PC_AGE","A","2021",24.75,
"BEL","EMPAGE","15_24","PC_AGE","A","2022",25.975,
"BEL","EMPAGE","25_54","PC_AGE","A","1999",76.225,
"BEL","EMPAGE","25_54","PC_AGE","A","2000",77.375,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2001",76.625,
"BEL","EMPAGE","25_54","PC_AGE","A","2002",76.525,
"BEL","EMPAGE","25_54","PC_AGE","A","2003",76.5,
"BEL","EMPAGE","25_54","PC_AGE","A","2004",77.25,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2005",78.3,
"BEL","EMPAGE","25_54","PC_AGE","A","2006",78.375,
"BEL","EMPAGE","25_54","PC_AGE","A","2007",79.675,
"BEL","EMPAGE","25_54","PC_AGE","A","2008",80.45,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2009",79.75,
"BEL","EMPAGE","25_54","PC_AGE","A","2010",80,
"BEL","EMPAGE","25_54","PC_AGE","A","2011",79.35,
"BEL","EMPAGE","25_54","PC_AGE","A","2012",79.275,
"BEL","EMPAGE","25_54","PC_AGE","A","2013",79.05,
"BEL","EMPAGE","25_54","PC_AGE","A","2014",79.125,
"BEL","EMPAGE","25_54","PC_AGE","A","2015",78.525,
"BEL","EMPAGE","25_54","PC_AGE","A","2016",79.075,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2017",79.525,
"BEL","EMPAGE","25_54","PC_AGE","A","2018",80.4,
"BEL","EMPAGE","25_54","PC_AGE","A","2019",80.75,
"BEL","EMPAGE","25_54","PC_AGE","A","2020",79.975,
"BEL","EMPAGE","25_54","PC_AGE","A","2021",80.75,
"BEL","EMPAGE","25_54","PC_AGE","A","2022",81.825,
"BEL","EMPAGE","55_64","PC_AGE","A","1999",24.575,
"BEL","EMPAGE","55_64","PC_AGE","A","2000",26.3,"B"
"BEL","EMPAGE","55_64","PC_AGE","A","2001",25.1,
"BEL","EMPAGE","55_64","PC_AGE","A","2002",26.575,
"BEL","EMPAGE","55_64","PC_AGE","A","2003",28.125,
"BEL","EMPAGE","55_64","PC_AGE","A","2004",30,"B"
"BEL","EMPAGE","55_64","PC_AGE","A","2005",31.8,
"BEL","EMPAGE","55_64","PC_AGE","A","2006",31.975,
"BEL","EMPAGE","55_64","PC_AGE","A","2007",34.375,
"BEL","EMPAGE","55_64","PC_AGE","A","2008",34.5,"B"
"BEL","EMPAGE","55_64","PC_AGE","A","2009",35.225,
"BEL","EMPAGE","55_64","PC_AGE","A","2010",37.35,
"BEL","EMPAGE","55_64","PC_AGE","A","2011",38.7,
"BEL","EMPAGE","55_64","PC_AGE","A","2012",39.5,
"BEL","EMPAGE","55_64","PC_AGE","A","2013",41.725,
"BEL","EMPAGE","55_64","PC_AGE","A","2014",42.675,
"BEL","EMPAGE","55_64","PC_AGE","A","2015",44.025,
"BEL","EMPAGE","55_64","PC_AGE","A","2016",45.425,"B"
"BEL","EMPAGE","55_64","PC_AGE","A","2017",48.225,
"BEL","EMPAGE","55_64","PC_AGE","A","2018",50.35,
"BEL","EMPAGE","55_64","PC_AGE","A","2019",52.1,
"BEL","EMPAGE","55_64","PC_AGE","A","2020",53.1,
"BEL","EMPAGE","55_64","PC_AGE","A","2021",54.45,
"BEL","EMPAGE","55_64","PC_AGE","A","2022",56.65,
"CAN","EMPAGE","15_24","PC_AGE","A","1976",55.66667,
"CAN","EMPAGE","15_24","PC_AGE","A","1977",55.69167,
"CAN","EMPAGE","15_24","PC_AGE","A","1978",56.40833,
"CAN","EMPAGE","15_24","PC_AGE","A","1979",58.88334,
"CAN","EMPAGE","15_24","PC_AGE","A","1980",59.75834,
"CAN","EMPAGE","15_24","PC_AGE","A","1981",60.40833,
"CAN","EMPAGE","15_24","PC_AGE","A","1982",55.03333,
"CAN","EMPAGE","15_24","PC_AGE","A","1983",54.60833,
"CAN","EMPAGE","15_24","PC_AGE","A","1984",56.16667,
"CAN","EMPAGE","15_24","PC_AGE","A","1985",57.79167,
"CAN","EMPAGE","15_24","PC_AGE","A","1986",59.53333,
"CAN","EMPAGE","15_24","PC_AGE","A","1987",61.05,
"CAN","EMPAGE","15_24","PC_AGE","A","1988",62.48333,
"CAN","EMPAGE","15_24","PC_AGE","A","1989",63.38334,
"CAN","EMPAGE","15_24","PC_AGE","A","1990",61.28333,
"CAN","EMPAGE","15_24","PC_AGE","A","1991",57.325,
"CAN","EMPAGE","15_24","PC_AGE","A","1992",54.75834,
"CAN","EMPAGE","15_24","PC_AGE","A","1993",53.36666,
"CAN","EMPAGE","15_24","PC_AGE","A","1994",53.75834,
"CAN","EMPAGE","15_24","PC_AGE","A","1995",53.78333,
"CAN","EMPAGE","15_24","PC_AGE","A","1996",52.66667,
"CAN","EMPAGE","15_24","PC_AGE","A","1997",51.475,
"CAN","EMPAGE","15_24","PC_AGE","A","1998",52.44167,
"CAN","EMPAGE","15_24","PC_AGE","A","1999",54.54167,
"CAN","EMPAGE","15_24","PC_AGE","A","2000",56.23333,
"CAN","EMPAGE","15_24","PC_AGE","A","2001",56.34167,
"CAN","EMPAGE","15_24","PC_AGE","A","2002",57.46667,
"CAN","EMPAGE","15_24","PC_AGE","A","2003",58.15,
"CAN","EMPAGE","15_24","PC_AGE","A","2004",57.83333,
"CAN","EMPAGE","15_24","PC_AGE","A","2005",57.7,
"CAN","EMPAGE","15_24","PC_AGE","A","2006",59.35833,
"CAN","EMPAGE","15_24","PC_AGE","A","2007",60.5,
"CAN","EMPAGE","15_24","PC_AGE","A","2008",60.50834,
"CAN","EMPAGE","15_24","PC_AGE","A","2009",56.41667,
"CAN","EMPAGE","15_24","PC_AGE","A","2010",56.00834,
"CAN","EMPAGE","15_24","PC_AGE","A","2011",56.46667,
"CAN","EMPAGE","15_24","PC_AGE","A","2012",55.9,
"CAN","EMPAGE","15_24","PC_AGE","A","2013",56.65,
"CAN","EMPAGE","15_24","PC_AGE","A","2014",56.73333,
"CAN","EMPAGE","15_24","PC_AGE","A","2015",57.13334,
"CAN","EMPAGE","15_24","PC_AGE","A","2016",56.6,
"CAN","EMPAGE","15_24","PC_AGE","A","2017",57.95,
"CAN","EMPAGE","15_24","PC_AGE","A","2018",57.9,
"CAN","EMPAGE","15_24","PC_AGE","A","2019",58.69167,
"CAN","EMPAGE","15_24","PC_AGE","A","2020",49.68333,
"CAN","EMPAGE","15_24","PC_AGE","A","2021",55.51667,
"CAN","EMPAGE","15_24","PC_AGE","A","2022",58.71667,
"CAN","EMPAGE","25_54","PC_AGE","A","1976",69.61667,
"CAN","EMPAGE","25_54","PC_AGE","A","1977",69.625,
"CAN","EMPAGE","25_54","PC_AGE","A","1978",70.66666,
"CAN","EMPAGE","25_54","PC_AGE","A","1979",72,
"CAN","EMPAGE","25_54","PC_AGE","A","1980",72.84167,
"CAN","EMPAGE","25_54","PC_AGE","A","1981",73.99167,
"CAN","EMPAGE","25_54","PC_AGE","A","1982",71.6,
"CAN","EMPAGE","25_54","PC_AGE","A","1983",71.45834,
"CAN","EMPAGE","25_54","PC_AGE","A","1984",72.21667,
"CAN","EMPAGE","25_54","PC_AGE","A","1985",73.69167,
"CAN","EMPAGE","25_54","PC_AGE","A","1986",75.15833,
"CAN","EMPAGE","25_54","PC_AGE","A","1987",76.25,
"CAN","EMPAGE","25_54","PC_AGE","A","1988",77.55833,
"CAN","EMPAGE","25_54","PC_AGE","A","1989",78.25,
"CAN","EMPAGE","25_54","PC_AGE","A","1990",78.08334,
"CAN","EMPAGE","25_54","PC_AGE","A","1991",76.35833,
"CAN","EMPAGE","25_54","PC_AGE","A","1992",74.98333,
"CAN","EMPAGE","25_54","PC_AGE","A","1993",74.93333,
"CAN","EMPAGE","25_54","PC_AGE","A","1994",75.48333,
"CAN","EMPAGE","25_54","PC_AGE","A","1995",76.2,
"CAN","EMPAGE","25_54","PC_AGE","A","1996",76.16666,
"CAN","EMPAGE","25_54","PC_AGE","A","1997",77.325,
"CAN","EMPAGE","25_54","PC_AGE","A","1998",78.35833,
"CAN","EMPAGE","25_54","PC_AGE","A","1999",79.175,
"CAN","EMPAGE","25_54","PC_AGE","A","2000",79.88333,
"CAN","EMPAGE","25_54","PC_AGE","A","2001",79.79166,
"CAN","EMPAGE","25_54","PC_AGE","A","2002",80.25833,
"CAN","EMPAGE","25_54","PC_AGE","A","2003",80.81667,
"CAN","EMPAGE","25_54","PC_AGE","A","2004",81.34167,
"CAN","EMPAGE","25_54","PC_AGE","A","2005",81.325,
"CAN","EMPAGE","25_54","PC_AGE","A","2006",81.55833,
"CAN","EMPAGE","25_54","PC_AGE","A","2007",82.03333,
"CAN","EMPAGE","25_54","PC_AGE","A","2008",82.09167,
"CAN","EMPAGE","25_54","PC_AGE","A","2009",80.24167,
"CAN","EMPAGE","25_54","PC_AGE","A","2010",80.38333,
"CAN","EMPAGE","25_54","PC_AGE","A","2011",80.925,
"CAN","EMPAGE","25_54","PC_AGE","A","2012",81.41666,
"CAN","EMPAGE","25_54","PC_AGE","A","2013",81.63333,
"CAN","EMPAGE","25_54","PC_AGE","A","2014",81.28333,
"CAN","EMPAGE","25_54","PC_AGE","A","2015",81.48333,
"CAN","EMPAGE","25_54","PC_AGE","A","2016",81.34167,
"CAN","EMPAGE","25_54","PC_AGE","A","2017",82.29166,
"CAN","EMPAGE","25_54","PC_AGE","A","2018",82.85833,
"CAN","EMPAGE","25_54","PC_AGE","A","2019",83.43333,
"CAN","EMPAGE","25_54","PC_AGE","A","2020",79.63333,
"CAN","EMPAGE","25_54","PC_AGE","A","2021",82.525,
"CAN","EMPAGE","25_54","PC_AGE","A","2022",84.725,
"CAN","EMPAGE","55_64","PC_AGE","A","1976",50.82504,
"CAN","EMPAGE","55_64","PC_AGE","A","1977",49.57801,
"CAN","EMPAGE","55_64","PC_AGE","A","1978",49.19756,
"CAN","EMPAGE","55_64","PC_AGE","A","1979",50.45618,
"CAN","EMPAGE","55_64","PC_AGE","A","1980",50.10405,
"CAN","EMPAGE","55_64","PC_AGE","A","1981",49.8343,
"CAN","EMPAGE","55_64","PC_AGE","A","1982",48.0094,
"CAN","EMPAGE","55_64","PC_AGE","A","1983",46.82079,
"CAN","EMPAGE","55_64","PC_AGE","A","1984",46.43158,
"CAN","EMPAGE","55_64","PC_AGE","A","1985",46.23146,
"CAN","EMPAGE","55_64","PC_AGE","A","1986",45.89264,
"CAN","EMPAGE","55_64","PC_AGE","A","1987",45.81949,
"CAN","EMPAGE","55_64","PC_AGE","A","1988",46.30912,
"CAN","EMPAGE","55_64","PC_AGE","A","1989",46.022,
"CAN","EMPAGE","55_64","PC_AGE","A","1990",46.16728,
"CAN","EMPAGE","55_64","PC_AGE","A","1991",44.47855,
"CAN","EMPAGE","55_64","PC_AGE","A","1992",43.73086,
"CAN","EMPAGE","55_64","PC_AGE","A","1993",43.028,
"CAN","EMPAGE","55_64","PC_AGE","A","1994",43.65039,
"CAN","EMPAGE","55_64","PC_AGE","A","1995",43.1855,
"CAN","EMPAGE","55_64","PC_AGE","A","1996",43.47093,
"CAN","EMPAGE","55_64","PC_AGE","A","1997",44.49408,
"CAN","EMPAGE","55_64","PC_AGE","A","1998",45.31283,
"CAN","EMPAGE","55_64","PC_AGE","A","1999",46.75072,
"CAN","EMPAGE","55_64","PC_AGE","A","2000",48.09698,
"CAN","EMPAGE","55_64","PC_AGE","A","2001",48.18778,
"CAN","EMPAGE","55_64","PC_AGE","A","2002",50.02547,
"CAN","EMPAGE","55_64","PC_AGE","A","2003",53.02614,
"CAN","EMPAGE","55_64","PC_AGE","A","2004",53.90778,
"CAN","EMPAGE","55_64","PC_AGE","A","2005",54.80051,
"CAN","EMPAGE","55_64","PC_AGE","A","2006",55.12395,
"CAN","EMPAGE","55_64","PC_AGE","A","2007",56.28838,
"CAN","EMPAGE","55_64","PC_AGE","A","2008",56.66791,
"CAN","EMPAGE","55_64","PC_AGE","A","2009",56.98613,
"CAN","EMPAGE","55_64","PC_AGE","A","2010",57.61163,
"CAN","EMPAGE","55_64","PC_AGE","A","2011",58.09771,
"CAN","EMPAGE","55_64","PC_AGE","A","2012",59.15725,
"CAN","EMPAGE","55_64","PC_AGE","A","2013",60.05631,
"CAN","EMPAGE","55_64","PC_AGE","A","2014",60.11947,
"CAN","EMPAGE","55_64","PC_AGE","A","2015",60.50846,
"CAN","EMPAGE","55_64","PC_AGE","A","2016",61.21618,
"CAN","EMPAGE","55_64","PC_AGE","A","2017",61.82009,
"CAN","EMPAGE","55_64","PC_AGE","A","2018",62.7632,
"CAN","EMPAGE","55_64","PC_AGE","A","2019",63.20073,
"CAN","EMPAGE","55_64","PC_AGE","A","2020",60.50945,
"CAN","EMPAGE","55_64","PC_AGE","A","2021",62.99072,
"CAN","EMPAGE","55_64","PC_AGE","A","2022",63.52278,
"CZE","EMPAGE","15_24","PC_AGE","A","1998",41.5,
"CZE","EMPAGE","15_24","PC_AGE","A","1999",38.275,
"CZE","EMPAGE","15_24","PC_AGE","A","2000",36.35,
"CZE","EMPAGE","15_24","PC_AGE","A","2001",34.25,
"CZE","EMPAGE","15_24","PC_AGE","A","2002",32.225,
"CZE","EMPAGE","15_24","PC_AGE","A","2003",29.975,
"CZE","EMPAGE","15_24","PC_AGE","A","2004",27.775,"B"
"CZE","EMPAGE","15_24","PC_AGE","A","2005",27.45,
"CZE","EMPAGE","15_24","PC_AGE","A","2006",27.675,
"CZE","EMPAGE","15_24","PC_AGE","A","2007",28.475,
"CZE","EMPAGE","15_24","PC_AGE","A","2008",28.075,
"CZE","EMPAGE","15_24","PC_AGE","A","2009",26.55,
"CZE","EMPAGE","15_24","PC_AGE","A","2010",25.225,"B"
"CZE","EMPAGE","15_24","PC_AGE","A","2011",24.5,
"CZE","EMPAGE","15_24","PC_AGE","A","2012",25.2,
"CZE","EMPAGE","15_24","PC_AGE","A","2013",25.55,
"CZE","EMPAGE","15_24","PC_AGE","A","2014",27.1,
"CZE","EMPAGE","15_24","PC_AGE","A","2015",28.375,
"CZE","EMPAGE","15_24","PC_AGE","A","2016",28.625,
"CZE","EMPAGE","15_24","PC_AGE","A","2017",29.15,
"CZE","EMPAGE","15_24","PC_AGE","A","2018",28.375,
"CZE","EMPAGE","15_24","PC_AGE","A","2019",28.05,
"CZE","EMPAGE","15_24","PC_AGE","A","2020",25.125,
"CZE","EMPAGE","15_24","PC_AGE","A","2021",24.8,"B"
"CZE","EMPAGE","15_24","PC_AGE","A","2022",25.7,
"CZE","EMPAGE","25_54","PC_AGE","A","1998",83.7,
"CZE","EMPAGE","25_54","PC_AGE","A","1999",81.925,
"CZE","EMPAGE","25_54","PC_AGE","A","2000",81.575,
"CZE","EMPAGE","25_54","PC_AGE","A","2001",82.1,
"CZE","EMPAGE","25_54","PC_AGE","A","2002",82.5,
"CZE","EMPAGE","25_54","PC_AGE","A","2003",81.675,
"CZE","EMPAGE","25_54","PC_AGE","A","2004",81.4,"B"
"CZE","EMPAGE","25_54","PC_AGE","A","2005",82,
"CZE","EMPAGE","25_54","PC_AGE","A","2006",82.55,
"CZE","EMPAGE","25_54","PC_AGE","A","2007",83.45,
"CZE","EMPAGE","25_54","PC_AGE","A","2008",83.85,
"CZE","EMPAGE","25_54","PC_AGE","A","2009",82.5,
"CZE","EMPAGE","25_54","PC_AGE","A","2010",82.15,"B"
"CZE","EMPAGE","25_54","PC_AGE","A","2011",82.825,
"CZE","EMPAGE","25_54","PC_AGE","A","2012",82.975,
"CZE","EMPAGE","25_54","PC_AGE","A","2013",83.5,
